lead_time,avg_price_per_room,no_of_special_requests,booking_status
32,141.53,2,Not_Canceled
88,88.7,0,Not_Canceled
115,89.25,0,Not_Canceled
0,0,0,Not_Canceled
99,161.1,2,Not_Canceled
22,81,1,Not_Canceled
8,144.5,1,Not_Canceled
81,103.5,0,Not_Canceled
81,135,0,Canceled
58,102.15,1,Not_Canceled
273,95,0,Canceled
4,0,0,Not_Canceled
79,86.4,1,Not_Canceled
57,66.53,1,Not_Canceled
29,79.54,1,Not_Canceled
18,112.8,0,Canceled
88,112.2,0,Not_Canceled
25,75.6,0,Not_Canceled
84,118.15,1,Not_Canceled
1,121,2,Not_Canceled
0,0,0,Not_Canceled
8,95,1,Not_Canceled
8,91,1,Canceled
1,99.33,1,Not_Canceled
110,139.5,1,Not_Canceled
3,150.33,0,Not_Canceled
54,69.5,1,Not_Canceled
64,94.5,1,Not_Canceled
52,85,0,Not_Canceled
232,81.82,1,Canceled
71,105,0,Not_Canceled
23,123.8,0,Canceled
2,93,2,Not_Canceled
63,116,0,Not_Canceled
10,215,0,Canceled
122,85,0,Canceled
150,114.66,1,Not_Canceled
359,78,1,Not_Canceled
118,110,0,Not_Canceled
74,101.5,0,Not_Canceled
304,89,0,Canceled
25,167,0,Canceled
0,89,0,Not_Canceled
41,105.9,2,Not_Canceled
244,90.95,0,Canceled
11,85,0,Not_Canceled
36,60,0,Not_Canceled
192,95,0,Not_Canceled
77,105.3,1,Canceled
30,108,3,Not_Canceled
217,90.1,2,Canceled
23,79,1,Canceled
1,116.27,1,Not_Canceled
12,106.25,0,Not_Canceled
56,74.8,3,Not_Canceled
110,94.5,0,Canceled
9,149,0,Canceled
43,106.8,0,Not_Canceled
219,76.67,1,Not_Canceled
87,105.3,0,Canceled
22,105,2,Not_Canceled
6,0,0,Not_Canceled
305,89,0,Canceled
7,86,1,Not_Canceled
3,80,0,Not_Canceled
91,90.9,1,Not_Canceled
100,100,0,Canceled
91,107.1,1,Not_Canceled
19,89,1,Not_Canceled
128,103.5,0,Canceled
42,118.5,1,Not_Canceled
18,85,0,Not_Canceled
103,115,0,Canceled
94,79.2,1,Not_Canceled
78,105,0,Not_Canceled
4,72,1,Not_Canceled
1,121.5,1,Not_Canceled
2,98.21,0,Not_Canceled
59,89.1,1,Not_Canceled
16,77.53,0,Not_Canceled
24,0,0,Not_Canceled
57,135.9,1,Not_Canceled
20,134,1,Not_Canceled
0,103,1,Not_Canceled
121,90,0,Canceled
27,95,0,Not_Canceled
50,111.6,2,Not_Canceled
110,94.5,0,Canceled
16,180.5,0,Canceled
92,49.74,0,Canceled
76,110.15,1,Not_Canceled
146,65,0,Not_Canceled
9,142,0,Canceled
12,122.33,0,Canceled
102,101.5,0,Canceled
57,80.3,0,Not_Canceled
31,125.1,1,Not_Canceled
142,95.79,1,Not_Canceled
292,115,0,Canceled
54,96,1,Canceled
21,110,1,Canceled
44,75,0,Not_Canceled
1,104.72,1,Not_Canceled
30,121,0,Not_Canceled
186,90.95,1,Canceled
36,88,0,Canceled
138,114.3,1,Not_Canceled
162,62,1,Not_Canceled
2,85,0,Not_Canceled
100,73.95,0,Not_Canceled
97,60.5,1,Not_Canceled
33,95,0,Not_Canceled
86,88.83,1,Canceled
245,110,0,Canceled
24,58,1,Not_Canceled
89,137.7,2,Not_Canceled
66,58.9,0,Not_Canceled
5,66,0,Not_Canceled
41,110,0,Not_Canceled
45,98.1,0,Not_Canceled
1,65,0,Not_Canceled
11,143.33,0,Canceled
9,0,0,Not_Canceled
161,96.9,1,Not_Canceled
2,72.5,0,Canceled
13,87.78,1,Not_Canceled
1,105,1,Not_Canceled
38,88.8,0,Canceled
166,89.25,2,Not_Canceled
68,65,0,Not_Canceled
256,90,0,Not_Canceled
418,107,0,Canceled
0,160,0,Not_Canceled
133,113.6,0,Canceled
273,109,0,Canceled
17,90,1,Not_Canceled
88,72.25,0,Not_Canceled
80,95.24,1,Not_Canceled
16,95,0,Not_Canceled
15,117.67,0,Canceled
59,139.5,1,Canceled
32,73,0,Not_Canceled
213,130,0,Canceled
161,130,0,Canceled
17,90.34,1,Not_Canceled
155,101.88,1,Canceled
49,75.95,1,Not_Canceled
257,101.5,0,Canceled
50,67.66,0,Canceled
247,115,1,Canceled
64,115.03,2,Not_Canceled
24,206,0,Not_Canceled
10,90,1,Not_Canceled
59,75,0,Not_Canceled
164,100,0,Not_Canceled
32,73,0,Not_Canceled
122,107,1,Not_Canceled
276,95.67,0,Not_Canceled
18,105.64,1,Not_Canceled
116,90,1,Not_Canceled
38,75.3,0,Canceled
41,121.33,1,Canceled
6,104,2,Not_Canceled
47,120,0,Not_Canceled
9,115.67,3,Not_Canceled
0,133,1,Canceled
1,183.5,0,Not_Canceled
118,107.95,0,Not_Canceled
0,80,0,Not_Canceled
12,120.06,1,Not_Canceled
89,68,1,Canceled
38,67.6,1,Not_Canceled
41,93.45,1,Not_Canceled
145,0,1,Not_Canceled
83,105.3,1,Not_Canceled
1,159.38,2,Not_Canceled
192,95,0,Not_Canceled
178,127.22,1,Canceled
166,110,0,Canceled
44,75,0,Not_Canceled
237,90.95,2,Canceled
163,94.5,0,Canceled
22,240,1,Not_Canceled
7,143.2,2,Not_Canceled
20,68.85,1,Not_Canceled
54,88.4,1,Not_Canceled
89,76.5,0,Canceled
2,123,0,Not_Canceled
112,120,1,Canceled
153,122.91,0,Not_Canceled
7,95,0,Not_Canceled
6,0,0,Not_Canceled
14,72,1,Not_Canceled
36,135.9,1,Canceled
39,101.5,0,Not_Canceled
10,107,0,Not_Canceled
6,169,2,Not_Canceled
112,79.2,1,Canceled
18,75.99,0,Not_Canceled
66,87.3,1,Not_Canceled
377,90,0,Not_Canceled
71,87.3,0,Canceled
16,105.4,2,Not_Canceled
9,63.75,0,Not_Canceled
102,101.5,0,Canceled
103,95,0,Canceled
146,95,0,Canceled
130,85.5,2,Not_Canceled
0,115,0,Not_Canceled
4,99,2,Not_Canceled
88,75,0,Not_Canceled
85,105.3,0,Not_Canceled
63,88.4,3,Not_Canceled
85,90.95,0,Canceled
11,127,1,Not_Canceled
3,79,1,Not_Canceled
94,90.45,0,Canceled
119,85.61,0,Canceled
130,102.58,0,Not_Canceled
30,88.4,0,Not_Canceled
0,140,0,Not_Canceled
5,120.33,2,Not_Canceled
42,158.4,1,Not_Canceled
2,89,1,Not_Canceled
5,65,0,Not_Canceled
290,72,0,Canceled
28,101.8,0,Canceled
116,75.27,0,Not_Canceled
216,96.3,1,Canceled
82,85.5,0,Canceled
110,80,0,Canceled
226,70,0,Canceled
12,87,1,Not_Canceled
9,79,1,Not_Canceled
41,85.67,0,Not_Canceled
48,40.67,1,Not_Canceled
71,95,0,Not_Canceled
37,105,0,Not_Canceled
164,108.11,1,Canceled
60,75,0,Canceled
126,86.36,0,Not_Canceled
258,106.2,1,Canceled
151,80,0,Not_Canceled
302,100,0,Canceled
12,156,3,Not_Canceled
254,100.3,1,Canceled
2,159,1,Canceled
10,103,2,Not_Canceled
1,56.47,0,Not_Canceled
60,156.6,1,Not_Canceled
193,93.09,1,Canceled
131,80.75,0,Canceled
83,79.2,1,Not_Canceled
102,150.45,1,Not_Canceled
3,58,0,Not_Canceled
5,89,1,Canceled
29,105,1,Not_Canceled
11,92.4,0,Not_Canceled
126,90.9,1,Not_Canceled
164,100,0,Not_Canceled
33,63.58,0,Not_Canceled
74,109,0,Not_Canceled
5,175,2,Not_Canceled
6,159,2,Not_Canceled
191,71.1,0,Canceled
81,108.9,1,Not_Canceled
32,73,0,Not_Canceled
6,79,0,Not_Canceled
54,57.93,1,Not_Canceled
154,100.8,0,Canceled
29,156,0,Canceled
23,129,1,Not_Canceled
109,68.72,0,Not_Canceled
102,80,0,Canceled
97,64.98,1,Not_Canceled
102,101.5,0,Canceled
7,150.15,1,Canceled
103,99.45,2,Not_Canceled
33,97.71,1,Not_Canceled
127,105.3,0,Canceled
124,105.3,1,Not_Canceled
85,143.1,0,Not_Canceled
10,107,0,Canceled
29,89.93,0,Not_Canceled
2,102.7,0,Not_Canceled
122,86,0,Not_Canceled
112,120,1,Not_Canceled
12,182.33,2,Not_Canceled
208,80.75,0,Canceled
40,126.3,2,Not_Canceled
43,20,2,Not_Canceled
215,212.06,0,Canceled
12,142.33,1,Not_Canceled
76,64.6,0,Not_Canceled
113,85,0,Canceled
28,141,1,Canceled
7,103.18,1,Not_Canceled
1,124,1,Not_Canceled
69,140.4,1,Not_Canceled
301,115,1,Canceled
190,95,0,Not_Canceled
3,70,0,Not_Canceled
381,78.55,1,Canceled
1,71.84,0,Not_Canceled
0,55,1,Not_Canceled
57,158.4,1,Not_Canceled
230,119.85,1,Canceled
12,109,0,Canceled
64,118.8,1,Canceled
37,143.1,2,Not_Canceled
11,88,0,Not_Canceled
30,76.1,2,Not_Canceled
56,120,0,Not_Canceled
91,126.9,0,Not_Canceled
64,138.24,0,Not_Canceled
231,63.75,1,Not_Canceled
103,107.55,0,Not_Canceled
237,147.3,0,Canceled
192,95,0,Not_Canceled
12,160.2,1,Not_Canceled
109,81.25,0,Canceled
40,88.2,1,Not_Canceled
17,85.47,1,Not_Canceled
53,89.1,2,Not_Canceled
43,146.33,2,Not_Canceled
58,116.1,0,Canceled
73,38.67,0,Not_Canceled
76,98.25,1,Not_Canceled
317,120,0,Canceled
188,135.9,2,Canceled
248,90.95,1,Not_Canceled
64,130,0,Not_Canceled
21,124.25,3,Not_Canceled
24,117,0,Not_Canceled
113,85,2,Not_Canceled
71,198.9,0,Canceled
13,84,1,Not_Canceled
88,143.1,2,Not_Canceled
27,108,0,Not_Canceled
68,135.15,0,Canceled
13,87.78,1,Not_Canceled
1,60,0,Canceled
21,101.15,0,Not_Canceled
8,80.27,0,Not_Canceled
111,82.45,1,Not_Canceled
11,160,0,Not_Canceled
8,149,3,Not_Canceled
30,135.9,1,Canceled
184,122.4,0,Canceled
14,124,1,Not_Canceled
20,187,2,Not_Canceled
110,94.5,0,Canceled
106,80.75,1,Not_Canceled
34,170.4,1,Canceled
98,79.2,2,Not_Canceled
92,100,0,Canceled
47,105.5,1,Not_Canceled
70,95,0,Not_Canceled
317,120,0,Canceled
75,80,0,Canceled
14,105,0,Canceled
14,105,0,Not_Canceled
130,139.5,2,Canceled
247,115,0,Canceled
75,79.2,1,Not_Canceled
64,65.36,2,Not_Canceled
59,123.3,2,Not_Canceled
1,84,0,Not_Canceled
29,77.6,0,Canceled
60,105.4,3,Not_Canceled
273,87,0,Not_Canceled
29,90.95,0,Not_Canceled
292,115,0,Canceled
49,75,0,Not_Canceled
41,81.77,1,Not_Canceled
26,147,0,Canceled
32,198.9,0,Canceled
32,136,1,Not_Canceled
222,110.7,2,Not_Canceled
9,62.58,1,Not_Canceled
60,102.68,1,Not_Canceled
109,108,0,Canceled
12,90,2,Not_Canceled
109,76.5,1,Canceled
224,65,0,Not_Canceled
0,90.71,0,Not_Canceled
37,95.4,1,Canceled
11,88.5,0,Not_Canceled
88,136.06,1,Canceled
50,52,1,Not_Canceled
12,85,0,Not_Canceled
74,101.5,0,Not_Canceled
105,82.45,0,Not_Canceled
101,61.5,0,Not_Canceled
35,98.1,0,Canceled
94,138.25,0,Not_Canceled
38,76.23,1,Not_Canceled
308,78.3,2,Canceled
30,94.5,2,Not_Canceled
3,66,0,Not_Canceled
221,80,0,Canceled
35,89,0,Not_Canceled
26,114.67,2,Not_Canceled
18,91,0,Not_Canceled
27,141,0,Canceled
213,130,0,Canceled
13,90.95,1,Not_Canceled
88,112.2,0,Not_Canceled
125,68,1,Not_Canceled
3,75,1,Not_Canceled
109,73.74,1,Not_Canceled
140,118.8,1,Not_Canceled
3,67.5,0,Not_Canceled
98,79.2,2,Not_Canceled
256,124,1,Canceled
13,62,0,Not_Canceled
6,0,0,Not_Canceled
91,118.8,2,Not_Canceled
57,0,2,Not_Canceled
0,110,1,Not_Canceled
34,149.4,0,Canceled
87,75,0,Not_Canceled
173,52,0,Not_Canceled
167,137.7,0,Canceled
219,108,0,Canceled
126,111.35,1,Not_Canceled
33,127.05,0,Canceled
45,80.3,1,Not_Canceled
103,168.3,1,Canceled
25,96.9,2,Not_Canceled
68,60,0,Not_Canceled
24,88,2,Not_Canceled
11,122.33,0,Canceled
116,137.7,1,Not_Canceled
3,72.07,1,Not_Canceled
103,84.58,1,Not_Canceled
13,140,2,Not_Canceled
44,259.2,1,Not_Canceled
54,85.5,0,Not_Canceled
0,111,0,Not_Canceled
5,1,0,Not_Canceled
153,108.45,1,Canceled
56,120.38,1,Not_Canceled
59,85.5,0,Canceled
14,100,0,Not_Canceled
23,84.7,0,Not_Canceled
75,115.85,2,Not_Canceled
11,81,2,Not_Canceled
34,117,1,Not_Canceled
19,55.32,0,Not_Canceled
41,65,0,Not_Canceled
17,82,1,Not_Canceled
14,182,0,Canceled
12,131.5,3,Not_Canceled
54,81,0,Not_Canceled
191,132,0,Canceled
53,81,1,Not_Canceled
109,89.4,0,Canceled
37,135.9,0,Not_Canceled
119,112.5,0,Canceled
46,124.1,1,Canceled
292,90,0,Not_Canceled
26,121,2,Not_Canceled
301,52,0,Canceled
37,89,0,Canceled
7,138,0,Canceled
0,129,0,Not_Canceled
168,132.3,3,Not_Canceled
11,90,0,Not_Canceled
107,140.25,1,Not_Canceled
77,187.85,1,Not_Canceled
219,108,0,Canceled
6,54,0,Not_Canceled
54,73.5,1,Canceled
172,80.75,0,Not_Canceled
8,81,0,Not_Canceled
100,108,0,Canceled
95,90.3,1,Not_Canceled
36,82.7,1,Not_Canceled
2,89,0,Canceled
69,92.28,1,Not_Canceled
140,105.3,1,Not_Canceled
12,112.42,0,Canceled
14,114,1,Not_Canceled
34,194.85,1,Canceled
349,80,0,Canceled
68,116.1,1,Not_Canceled
3,65,0,Not_Canceled
172,125.1,0,Canceled
159,82.44,1,Not_Canceled
16,111.75,1,Not_Canceled
166,110,0,Canceled
377,90,0,Not_Canceled
36,135.9,1,Not_Canceled
3,106,0,Not_Canceled
275,90,0,Canceled
16,2,0,Not_Canceled
11,79.05,0,Canceled
22,139,1,Not_Canceled
4,128.5,2,Not_Canceled
84,58.14,0,Not_Canceled
20,196.67,4,Not_Canceled
99,81,0,Not_Canceled
97,82.45,0,Not_Canceled
1,95,0,Canceled
0,0,0,Not_Canceled
22,164.33,0,Canceled
37,156.6,2,Not_Canceled
26,111.35,0,Canceled
221,65,0,Not_Canceled
52,98.82,0,Canceled
20,110,0,Canceled
109,88.01,1,Not_Canceled
157,68,0,Not_Canceled
33,79.35,1,Not_Canceled
90,70.03,1,Not_Canceled
61,118.8,0,Canceled
0,159,1,Not_Canceled
52,85.5,0,Not_Canceled
1,60,0,Canceled
29,103.55,0,Not_Canceled
2,91,1,Not_Canceled
23,119,1,Canceled
87,181.16,2,Not_Canceled
39,117.9,0,Canceled
1,142,2,Not_Canceled
20,74.8,1,Not_Canceled
15,116.75,0,Canceled
317,120,0,Canceled
3,89,0,Canceled
54,79.2,2,Not_Canceled
44,101.34,1,Not_Canceled
90,91.8,0,Not_Canceled
9,141,0,Canceled
69,76.08,0,Not_Canceled
10,43.5,0,Not_Canceled
2,77.25,0,Not_Canceled
14,104.17,0,Not_Canceled
79,37.33,1,Not_Canceled
305,89,0,Canceled
17,118.58,1,Not_Canceled
169,76.5,0,Not_Canceled
194,101.4,0,Canceled
74,114.3,0,Canceled
249,126.9,1,Canceled
221,112.5,0,Canceled
34,113.04,0,Not_Canceled
83,132.3,2,Not_Canceled
4,81,0,Not_Canceled
150,101,0,Not_Canceled
4,68,0,Not_Canceled
85,125,0,Not_Canceled
63,92.28,1,Not_Canceled
81,90.9,0,Canceled
7,116.73,2,Not_Canceled
161,97.75,1,Canceled
205,76.5,2,Not_Canceled
131,114.3,1,Canceled
5,110,1,Not_Canceled
133,84.33,1,Not_Canceled
68,198.9,0,Canceled
21,182,3,Not_Canceled
72,119.85,1,Not_Canceled
118,90,1,Not_Canceled
37,95,0,Not_Canceled
11,73.6,2,Not_Canceled
48,93.5,1,Not_Canceled
179,90.95,1,Not_Canceled
23,127.67,0,Canceled
74,109,0,Not_Canceled
57,75.33,0,Not_Canceled
34,66.53,1,Not_Canceled
271,101.33,1,Canceled
304,89,0,Canceled
0,90,0,Not_Canceled
275,106.2,0,Canceled
0,81.9,0,Not_Canceled
125,132.3,2,Not_Canceled
12,77.78,2,Not_Canceled
58,191.9,2,Not_Canceled
13,80.3,1,Not_Canceled
113,76.5,1,Canceled
118,110,0,Not_Canceled
259,131.43,2,Not_Canceled
38,102.7,2,Not_Canceled
175,83.01,2,Canceled
275,110,0,Canceled
26,131,1,Not_Canceled
17,80,0,Canceled
102,101.5,0,Canceled
0,0,2,Not_Canceled
39,134.1,0,Canceled
27,120,0,Not_Canceled
112,100,0,Not_Canceled
96,138,0,Canceled
54,78.3,1,Not_Canceled
221,65,0,Not_Canceled
129,80.75,2,Not_Canceled
2,75,0,Not_Canceled
0,118,1,Not_Canceled
145,72.5,0,Not_Canceled
136,90.9,0,Not_Canceled
12,124,2,Not_Canceled
5,95,1,Canceled
184,130.5,1,Canceled
1,0,1,Not_Canceled
186,80,0,Not_Canceled
208,161.1,1,Canceled
2,0,1,Not_Canceled
33,197,2,Not_Canceled
6,85,0,Not_Canceled
0,81,2,Not_Canceled
45,128.4,1,Not_Canceled
15,80,0,Not_Canceled
99,81,0,Not_Canceled
120,94.5,0,Not_Canceled
80,93.25,1,Not_Canceled
146,85.5,1,Canceled
69,120,0,Canceled
185,79.2,0,Canceled
80,73.1,0,Canceled
32,54.71,1,Not_Canceled
78,169.91,1,Not_Canceled
34,135.45,1,Not_Canceled
68,92.83,0,Canceled
107,80.75,0,Not_Canceled
57,59.21,1,Not_Canceled
67,89.1,2,Not_Canceled
0,95,0,Not_Canceled
57,45.9,0,Not_Canceled
53,131.52,0,Not_Canceled
111,76.97,0,Not_Canceled
65,76.5,1,Canceled
4,65.33,0,Not_Canceled
133,90.95,0,Canceled
39,101.5,0,Not_Canceled
126,139.5,0,Canceled
5,130,1,Not_Canceled
12,152,1,Not_Canceled
120,105.3,1,Canceled
1,141,0,Not_Canceled
7,65,0,Not_Canceled
256,115,1,Canceled
37,105,0,Not_Canceled
263,110,0,Canceled
1,75,1,Not_Canceled
119,79.2,2,Canceled
142,114.3,0,Not_Canceled
24,139,1,Not_Canceled
110,108.3,0,Not_Canceled
23,79,1,Canceled
83,94.36,2,Not_Canceled
320,115,1,Canceled
32,87.78,2,Not_Canceled
2,106.5,1,Not_Canceled
27,65,0,Not_Canceled
79,126.9,1,Not_Canceled
0,121.5,1,Not_Canceled
27,91.8,1,Not_Canceled
207,63.75,0,Not_Canceled
4,128,3,Not_Canceled
273,109,0,Canceled
148,74.8,0,Canceled
16,75,0,Not_Canceled
45,159.3,0,Canceled
1,81,1,Canceled
5,119.35,1,Not_Canceled
377,115,1,Canceled
212,90.95,0,Canceled
191,80.75,1,Not_Canceled
9,179,2,Not_Canceled
276,116.33,0,Canceled
26,85,0,Not_Canceled
4,125,1,Not_Canceled
154,146.7,0,Canceled
130,6,2,Not_Canceled
18,107.25,1,Not_Canceled
1,139.33,1,Not_Canceled
23,130,2,Not_Canceled
1,80,0,Not_Canceled
230,111,0,Canceled
10,87,1,Not_Canceled
200,150.45,0,Canceled
95,79.8,2,Canceled
82,124.6,0,Canceled
19,58,1,Not_Canceled
69,162.3,1,Canceled
44,168.3,2,Not_Canceled
18,71.21,0,Canceled
11,90,0,Canceled
48,126,1,Not_Canceled
58,96.08,0,Not_Canceled
24,172,2,Not_Canceled
5,95,0,Canceled
178,92.94,1,Not_Canceled
42,72,0,Not_Canceled
178,99.45,2,Not_Canceled
76,120,0,Canceled
58,99,3,Not_Canceled
45,75,0,Not_Canceled
65,132.3,0,Canceled
213,130,0,Canceled
60,115.2,0,Not_Canceled
83,77,1,Not_Canceled
13,161.66,1,Not_Canceled
131,94.5,0,Canceled
102,101.5,0,Canceled
161,121.5,0,Canceled
65,118.8,0,Canceled
0,0,0,Not_Canceled
13,91,2,Not_Canceled
14,110,1,Not_Canceled
0,188,0,Not_Canceled
109,104.4,0,Canceled
219,76.67,0,Not_Canceled
245,75,0,Canceled
68,78.3,1,Not_Canceled
73,79.2,2,Not_Canceled
3,123,0,Canceled
1,60,0,Canceled
4,137,1,Not_Canceled
29,79.54,1,Not_Canceled
41,58.5,0,Not_Canceled
3,0,2,Not_Canceled
15,81,0,Not_Canceled
103,61.5,2,Not_Canceled
57,75.33,1,Not_Canceled
164,100,1,Not_Canceled
1,203.33,0,Canceled
0,111,1,Not_Canceled
145,72.76,0,Not_Canceled
105,78.3,0,Not_Canceled
53,65.75,0,Not_Canceled
12,150.5,1,Not_Canceled
4,109,0,Not_Canceled
31,141.55,1,Not_Canceled
386,115,1,Canceled
104,114,1,Canceled
2,119,0,Not_Canceled
273,109,0,Canceled
0,124,1,Not_Canceled
164,100,0,Not_Canceled
105,123.3,0,Canceled
159,114.75,1,Canceled
71,120,0,Not_Canceled
54,90.95,0,Not_Canceled
68,65,0,Not_Canceled
3,67,0,Not_Canceled
11,90.95,1,Not_Canceled
59,95,0,Not_Canceled
54,49.43,0,Not_Canceled
58,105.3,0,Canceled
78,177.3,2,Not_Canceled
257,78.81,2,Canceled
90,85.5,1,Not_Canceled
23,147.9,1,Canceled
135,132.3,0,Canceled
21,66,0,Canceled
248,118,0,Canceled
0,65,0,Not_Canceled
14,97.75,1,Not_Canceled
2,0,0,Not_Canceled
219,96.3,0,Canceled
217,80.75,1,Not_Canceled
8,119,0,Canceled
61,55.96,0,Not_Canceled
110,70,0,Not_Canceled
43,110.2,1,Not_Canceled
220,80.75,1,Not_Canceled
25,156,2,Not_Canceled
6,95.33,2,Not_Canceled
122,86,0,Not_Canceled
30,98.1,0,Canceled
78,97.33,0,Canceled
80,108,0,Not_Canceled
59,85,0,Not_Canceled
111,59.5,0,Canceled
2,89,0,Not_Canceled
317,120,0,Canceled
32,130.5,0,Canceled
8,104.5,1,Not_Canceled
22,149.33,0,Canceled
133,72.25,1,Not_Canceled
113,80.14,0,Canceled
180,130.05,1,Canceled
28,96.36,1,Not_Canceled
74,102.68,0,Not_Canceled
5,143.5,1,Canceled
125,136,2,Not_Canceled
303,78,0,Canceled
65,68,1,Canceled
52,108,1,Not_Canceled
14,100,0,Not_Canceled
0,153.15,0,Not_Canceled
1,144,0,Not_Canceled
30,114,1,Not_Canceled
275,62.8,0,Canceled
180,70,0,Canceled
36,85,1,Not_Canceled
86,105,0,Not_Canceled
97,141.3,2,Not_Canceled
0,126,3,Not_Canceled
71,263.91,0,Canceled
58,90.9,1,Canceled
26,161.6,0,Canceled
13,131.89,0,Not_Canceled
40,149.4,1,Not_Canceled
8,65,0,Not_Canceled
63,193.68,0,Not_Canceled
85,98,0,Not_Canceled
59,85.85,1,Not_Canceled
221,96.9,1,Not_Canceled
31,95,1,Not_Canceled
64,94.5,1,Not_Canceled
69,120,0,Canceled
34,138.7,0,Not_Canceled
277,89.14,1,Not_Canceled
1,60,0,Canceled
180,120,0,Canceled
253,78.3,2,Not_Canceled
10,120,0,Canceled
33,75.6,1,Not_Canceled
24,187,0,Not_Canceled
346,115,1,Canceled
16,85.78,2,Not_Canceled
50,131.4,0,Canceled
15,115,2,Not_Canceled
24,119.25,0,Not_Canceled
80,88.29,1,Not_Canceled
220,96.3,1,Canceled
256,115,1,Canceled
117,94.5,0,Canceled
2,127,0,Not_Canceled
99,86,0,Not_Canceled
49,115.2,2,Not_Canceled
35,93.63,1,Not_Canceled
0,106,0,Canceled
1,119,1,Not_Canceled
53,121.35,1,Not_Canceled
148,67,0,Not_Canceled
11,79,0,Canceled
158,146.7,2,Canceled
32,165.15,0,Not_Canceled
30,135.9,1,Canceled
1,95,0,Not_Canceled
19,95,1,Not_Canceled
12,97.02,1,Not_Canceled
59,139.5,1,Not_Canceled
91,80,0,Canceled
27,108,0,Not_Canceled
180,108.9,1,Canceled
72,79.2,1,Canceled
0,90.4,0,Not_Canceled
256,115,0,Canceled
54,95,1,Not_Canceled
14,100,0,Not_Canceled
34,80.75,1,Not_Canceled
86,100,0,Not_Canceled
104,76.5,0,Canceled
128,97.42,1,Not_Canceled
150,89.4,1,Not_Canceled
29,95.04,0,Not_Canceled
127,94.7,1,Canceled
34,105.3,1,Not_Canceled
0,75,0,Not_Canceled
169,72.25,0,Not_Canceled
176,130.05,2,Canceled
9,127.67,0,Not_Canceled
168,85,0,Canceled
4,118.67,1,Not_Canceled
132,55.63,0,Not_Canceled
69,120,0,Canceled
74,101.5,0,Not_Canceled
192,95,0,Not_Canceled
47,140.4,0,Canceled
36,159.3,0,Canceled
34,94.3,0,Not_Canceled
14,113,3,Not_Canceled
183,112,1,Canceled
210,90.95,1,Not_Canceled
22,172,0,Canceled
158,79.2,1,Canceled
4,144,0,Not_Canceled
5,70,0,Not_Canceled
11,150,1,Canceled
34,100,0,Not_Canceled
33,62,0,Canceled
83,167.4,1,Not_Canceled
263,67,0,Not_Canceled
119,83,0,Not_Canceled
89,113.4,1,Not_Canceled
217,96.3,0,Canceled
193,90.95,1,Not_Canceled
91,59.37,0,Not_Canceled
117,48.6,0,Canceled
64,103.95,1,Not_Canceled
377,90,0,Not_Canceled
255,80.85,1,Canceled
110,98.2,1,Not_Canceled
11,99,0,Not_Canceled
13,81.7,0,Not_Canceled
60,105.3,0,Canceled
101,142.2,0,Canceled
11,130,1,Canceled
7,65,0,Not_Canceled
296,117,1,Canceled
150,131.75,2,Canceled
213,92.29,1,Not_Canceled
39,94.5,1,Not_Canceled
11,90,0,Not_Canceled
58,79.2,1,Not_Canceled
223,90.95,2,Canceled
93,115,0,Canceled
13,105,1,Not_Canceled
71,132.6,0,Canceled
7,147.3,1,Not_Canceled
63,210.6,0,Canceled
10,97,1,Not_Canceled
9,108,1,Not_Canceled
0,90,2,Not_Canceled
176,90.95,0,Canceled
117,112.5,1,Not_Canceled
247,0,1,Not_Canceled
50,74,0,Not_Canceled
6,65,0,Not_Canceled
97,125.1,1,Not_Canceled
64,65.36,2,Not_Canceled
147,89.25,0,Not_Canceled
159,70,1,Not_Canceled
305,89,0,Canceled
174,70,0,Canceled
147,72.25,2,Canceled
28,90,1,Not_Canceled
189,96.3,4,Not_Canceled
102,109,0,Not_Canceled
60,75,0,Not_Canceled
63,58,0,Not_Canceled
97,89.25,0,Not_Canceled
193,72.25,1,Not_Canceled
39,87,0,Not_Canceled
258,110,0,Canceled
25,100.3,0,Not_Canceled
76,132.6,0,Not_Canceled
5,0,0,Not_Canceled
158,131.8,1,Canceled
44,85,0,Not_Canceled
377,115,1,Canceled
50,62.29,1,Not_Canceled
7,93,1,Not_Canceled
38,118,1,Not_Canceled
31,72.9,0,Canceled
58,81,0,Not_Canceled
5,116.5,0,Not_Canceled
117,94.5,0,Not_Canceled
59,119,1,Not_Canceled
54,116.1,0,Canceled
26,95,0,Not_Canceled
63,144.9,2,Not_Canceled
443,65,0,Canceled
52,140.4,0,Not_Canceled
13,96,0,Not_Canceled
0,50,2,Not_Canceled
35,60,0,Not_Canceled
19,124,2,Not_Canceled
336,78,0,Not_Canceled
20,66,0,Not_Canceled
12,64,1,Not_Canceled
3,120,0,Not_Canceled
21,84,0,Not_Canceled
19,87,0,Not_Canceled
178,90.9,2,Not_Canceled
6,110.5,2,Not_Canceled
4,70,0,Not_Canceled
288,67.25,0,Canceled
219,76.67,0,Not_Canceled
190,90.9,0,Canceled
18,110.4,0,Canceled
23,87,0,Not_Canceled
167,90.9,0,Canceled
79,95,0,Not_Canceled
62,140.4,0,Canceled
5,155,2,Not_Canceled
0,160,0,Not_Canceled
0,97,1,Not_Canceled
10,79.39,1,Not_Canceled
43,86.75,0,Canceled
68,80.75,0,Not_Canceled
12,75,0,Not_Canceled
99,81,0,Not_Canceled
